observed data series,filename,DIAG_RMSE,DIAG_NASH_SUTCLIFFE,
HYDROGRAPH,/Applications/RavenR/Tutorials/CalibrationDemos/Demo_C1/model_cag//IrondequoitObserved.rvt,3.76524,0.267874,
